"대여일자","누적횟수","기온C","풍속ms","강수량mm","습도"
2021-06-28,2646,23.9208333333333,0.633333333333333,0,80.7791666666667
2021-06-29,2817,24.6833333333333,0.925,0,76.525
2021-06-30,2723,24.3666666666667,0.691666666666667,0.208333333333333,80.9
2021-07-01,3064,26.6875,0.708333333333333,0,70.6916666666667
2021-07-02,2987,27.5916666666667,0.9125,0,62.225
2021-07-03,1120,23.8833333333333,1.67916666666667,2.60416666666667,73.3083333333333
2021-07-04,947,22.0541666666667,1.15416666666667,0.9375,95.5916666666667
2021-07-05,3027,24.1416666666667,0.775,0,76.35
2021-07-06,3046,26.0666666666667,0.975,0,72.3333333333333
2021-07-07,2575,26.8083333333333,1.25833333333333,0.0625,79.7958333333333
2021-07-08,2653,26.9041666666667,1.22916666666667,0.125,82.125
2021-07-09,2806,26.375,1.1875,0,74.425
2021-07-10,2095,26.3958333333333,1.30833333333333,0.5,78.0666666666667
2021-07-11,1925,26.5291666666667,1.19166666666667,0,84.2833333333333
2021-07-13,2761,29.3291666666667,0.995833333333333,0,73.9291666666667
2021-07-14,2429,30.0333333333333,1.39583333333333,0,70.7041666666667
2021-07-15,2042,29.3875,1.0375,0,72.4
2021-07-16,2384,29.2375,1.02083333333333,0,66.5083333333333
2021-07-17,2164,29.3,1.34166666666667,0,62.35
2021-07-18,2024,30.0916666666667,1.43333333333333,0,58.8083333333333
2021-07-19,2237,27.4291666666667,1.1375,0.4375,77.6583333333333
2021-07-20,2657,28.675,0.825,0,72.5541666666667
2021-07-21,2571,30.7333333333333,0.670833333333333,0,65.1958333333333
2021-07-22,2218,31.4541666666667,1.02916666666667,0,56.9208333333333
2021-07-23,2239,31.4291666666667,1.09583333333333,0,56.5916666666667
2021-07-24,1822,31.65,0.933333333333333,0,56.0375
2021-07-25,1693,31.6708333333333,1.49583333333333,0,54.2666666666667
2021-07-26,2452,31.7375,1.4875,0,52.4583333333333
2021-07-28,2338,30.925,1.24166666666667,0,63.7791666666667
2021-07-29,2302,30.5041666666667,1.07916666666667,0,65.3541666666667
2021-07-30,2312,30.9,1.33333333333333,0,58.4166666666667
2021-07-31,1687,30.2208333333333,1.47916666666667,0.645833333333333,71.3833333333333
2021-08-01,952,28.175,0.7125,0.354166666666667,77.8166666666667
2021-08-03,2504,28.1833333333333,1.03333333333333,0.0208333333333333,78.8041666666667
2021-08-04,2473,29.825,1.32916666666667,0,67.8
2021-08-05,2462,30.3125,1.17083333333333,0,62.275
2021-08-06,2469,29.5708333333333,1.16666666666667,0,64.2583333333333
2021-08-07,2253,29.3166666666667,0.891666666666667,0,62.7833333333333
2021-08-08,1966,28.3333333333333,0.904166666666667,0,68.4375
2021-08-09,2722,29.4291666666667,0.995833333333333,0,57.0833333333333
2021-08-10,2916,28.45,1.3125,0,59.175
2021-08-11,2945,28.375,1.0125,0,66.3791666666667
2021-08-12,2162,27.1125,0.704166666666667,0.125,73.5625
2021-08-13,3127,26.975,0.725,0,75.3208333333333
2021-08-14,2758,27.0166666666667,1.2875,0,61.475
2021-08-15,2487,27.4208333333333,1.06666666666667,0,57.1458333333333
2021-08-16,2714,27.7541666666667,1.275,0,58.5833333333333
2021-08-17,2189,26.8041666666667,1.29166666666667,0.208333333333333,61.25
2021-08-18,2943,25.1416666666667,1.12916666666667,0.479166666666667,69.0125
2021-08-19,3279,26.2833333333333,1.1875,0,55.3166666666667
2021-08-20,3009,27.0541666666667,1.32916666666667,0.0416666666666667,62.5
2021-08-21,837,23.7916666666667,1.4375,2.52083333333333,92.0166666666667
2021-08-22,2486,24.8666666666667,1.12083333333333,0.0208333333333333,83.8958333333333
2021-08-23,1004,22.7666666666667,0.970833333333333,0.270833333333333,92.9166666666667
2021-08-24,1037,23.7541666666667,1.32083333333333,0.541666666666667,95.95
2021-08-25,2728,25.2125,1.21666666666667,0.0208333333333333,90.0833333333333
2021-08-26,2960,25.7541666666667,1.37083333333333,0,86.9458333333333
2021-08-27,1778,23.1916666666667,0.666666666666667,0.104166666666667,88.7125
2021-08-28,2945,24.0375,1.0625,0,78.975
2021-08-29,2679,23.8833333333333,0.954166666666667,0.1875,85.0083333333333
2021-08-30,3410,24.8833333333333,0.783333333333333,0,78.9125
2021-08-31,545,21.0208333333333,0.670833333333333,4.02083333333333,95.6541666666667
2021-09-03,3655,25.0125,1.01666666666667,0,60.6541666666667
2021-09-04,3166,23.925,1.12916666666667,0,54.9666666666667
2021-09-05,3274,23.4208333333333,1.1875,0,59.425
2021-09-06,1810,23.0208333333333,1.49166666666667,0.520833333333333,66.3625
2021-09-07,299,19.8833333333333,0.941666666666667,1.1875,99.675
2021-09-08,3497,23.1208333333333,1.08333333333333,0.0833333333333333,79.775
2021-09-09,3526,23.6291666666667,0.758333333333333,0,76.9041666666667
2021-09-10,3357,24.2,0.966666666666667,0,75.4125
2021-09-11,2958,24.8791666666667,0.945833333333333,0,73.9041666666667
2021-09-12,2851,24.9541666666667,0.629166666666667,0,65.85
2021-09-13,3596,24.9,0.904166666666667,0,68.375
2021-09-14,3410,24.7,1.07083333333333,0,63.3416666666667
2021-09-15,3553,24.3583333333333,1.68333333333333,0,54.0375
2021-09-16,3405,23.3958333333333,1.1375,0,58.5583333333333
2021-09-17,3441,24.1583333333333,1.3125,0,58.9208333333333
2021-09-18,2982,24.2583333333333,0.7,0,62.6125
2021-09-19,2759,23.875,0.65,0,68.1
2021-09-20,2648,23.8291666666667,1.57083333333333,0,63.2916666666667
2021-09-21,1997,22.8833333333333,1.74583333333333,1.33333333333333,83.7333333333333
2021-09-22,2797,21.0333333333333,1.4625,1.75,79.05
2021-09-23,3663,21.7,1.45833333333333,0,63.9333333333333
2021-09-24,3728,22.2541666666667,0.845833333333333,0,69.3875
2021-09-25,3410,21.8291666666667,0.766666666666667,0,71.1625
2021-09-26,3340,23.05,0.9,0,64.4708333333333
2021-09-27,3245,22.0916666666667,0.858333333333333,0,63.0541666666667
2021-09-28,2083,21.7708333333333,0.841666666666667,0.0833333333333333,75.525
2021-09-29,1353,20.9083333333333,1.05416666666667,0.291666666666667,96.0041666666667
2021-09-30,3554,20.8208333333333,0.508333333333333,0,85.2416666666667
2021-10-02,3174,20.8166666666667,0.983333333333333,0.0833333333333333,79.6541666666667
2021-10-03,3261,22.2166666666667,0.908333333333333,0,75.2541666666667
2021-10-04,2114,23.1458333333333,1.625,0,77.3833333333333
2021-10-05,3263,25.1291666666667,2.02083333333333,0,74.375
2021-10-06,1678,19.6958333333333,0.683333333333333,0.125,93.1666666666667
2021-10-07,2653,20.6,0.854166666666667,0.0833333333333333,85.2666666666667
2021-10-08,1552,19.5541666666667,0.366666666666667,0.104166666666667,92.8958333333333
2021-10-09,2739,21.1916666666667,0.35,0,88.6625
2021-10-11,2815,16.3916666666667,0.758333333333333,0.0208333333333333,70.65
2021-10-12,3294,18.5041666666667,1.17916666666667,0,63.55
2021-10-13,3422,19.4041666666667,0.891666666666667,0,70.2583333333333
2021-10-14,3378,20.2375,1.04166666666667,0,72.2708333333333
2021-10-15,2922,19.8208333333333,0.720833333333333,0.0208333333333333,73.3208333333333
2021-10-16,1852,13.0291666666667,1.98333333333333,0,43.8375
2021-10-17,1594,7.16666666666667,1.8375,0,30.725
2021-10-18,2470,10.0916666666667,1.0375,0.0416666666666667,52.9916666666667
2021-10-19,2609,11.9083333333333,1.39583333333333,0.333333333333333,73.625
2021-10-20,2848,10.2083333333333,0.741666666666667,0,64.8583333333333
2021-10-21,2855,9.89166666666667,0.554166666666667,0,70.4958333333333
2021-10-22,2979,11.15,0.7625,0,63.35
2021-10-23,2639,11.1291666666667,0.7,0,65.1125
2021-10-24,2409,11.1708333333333,0.791666666666667,0,68.5083333333333
2021-10-25,3015,11.4416666666667,0.779166666666667,0,71.8291666666667
2021-10-26,3017,12.4208333333333,0.629166666666667,0,77.5
2021-10-27,2790,13.9166666666667,1.19166666666667,0,68.1
2021-10-28,3041,11.75,0.491666666666667,0,64.325
2021-10-29,3020,13.2208333333333,0.695833333333333,0,67.7916666666667
2021-10-30,2644,13.7583333333333,0.670833333333333,0,66.4291666666667
2021-10-31,2214,13.75,0.729166666666667,0.0833333333333333,78.6125
2021-11-03,3043,12.1958333333333,0.7625,0,72.0041666666667
2021-11-04,2966,12.1958333333333,0.583333333333333,0,83.6416666666667
2021-11-05,3048,12.0833333333333,0.391666666666667,0,81.5208333333333
2021-11-06,2651,12.8333333333333,0.391666666666667,0,71.525
2021-11-07,2454,14.4125,0.9625,0,66.2916666666667
2021-11-08,360,10.0166666666667,1.67916666666667,1.22916666666667,81.9666666666667
2021-11-09,679,5.70416666666667,1.49166666666667,0.166666666666667,82.775
2021-11-10,1813,5.2375,1.67083333333333,0,66.2708333333333
2021-11-11,2216,6.85416666666667,1.7,0,53.3708333333333
2021-11-12,2361,6.05,1.5625,0,49.6083333333333
2021-11-13,2243,6.94583333333333,0.75,0,68.6541666666667
2021-11-14,2161,11.0958333333333,0.7625,0,70.3541666666667
2021-11-15,2762,9.79583333333333,0.5625,0,74.3416666666667
2021-11-16,2728,8.60833333333333,0.6625,0,69.4875
2021-11-17,2655,7.40416666666667,0.720833333333333,0,67.1958333333333
2021-11-18,2745,12.2041666666667,1.45,0,64.3208333333333
2021-11-19,2897,13.6083333333333,0.829166666666667,0,83.25
2021-11-20,2118,10.775,0.545833333333333,0,79.2291666666667
2021-11-21,1480,10.9958333333333,0.629166666666667,0.0416666666666667,71.5708333333333
2021-11-24,2201,4.425,1.26666666666667,0,58.1291666666667
2021-11-25,2329,6.56666666666667,1.175,0.0208333333333333,60.3708333333333
2021-11-26,2221,4.275,1.30833333333333,0,49.8041666666667
2021-11-27,1779,3.61666666666667,0.733333333333333,0,53.0041666666667
2021-11-28,1622,4.37083333333333,0.604166666666667,0,58.5416666666667
2021-11-29,2469,7.2875,0.545833333333333,0,59.9125
2021-11-30,795,7.1375,2.19583333333333,1.39583333333333,77.6916666666667
2021-12-01,1480,0.145833333333333,3.025,0,43.0916666666667
2021-12-02,1621,1.79583333333333,1.4625,0,60.1666666666667
2021-12-03,1696,3.42916666666667,1.9125,0.0208333333333333,48.7083333333333
2021-12-04,1459,2.425,1.05416666666667,0,44.9958333333333
